ip1134,30824.0,339064	
ip1135,12550.0,37650	
ip1136,95051.0,380204	
ip1137,89778.0,89778	
ip1138,72090.0,72090	
ip1139,33874.6,338746	
ip114,12550.0,62750	
ip1140,81083.0,81083	
ip1141,110095.0,110095	
ip1142,109181.33,327544	
ip1143,9829.5,19659	
ip1144,27484.71,192393	
ip1145,31679.0,316790	
ip1146,7540.67,22622	
ip1147,11028.78,99259	
ip1148,111604.25,446417	
ip1149,53167.0,106334	
ip115,12550.0,50200	
ip1150,6412.0,12824	
ip1151,5170.35,134429	
ip1152,2143.0,4286	
ip1153,22607.33,203466	
ip1154,12550.0,12550	
ip1155,31679.0,316790	
ip1156,5612.67,33676	
ip1157,1034.0,4136	
ip1158,11077.0,11077	
ip1159,11077.0,11077	
ip116,81083.0,81083	
ip1160,16724.0,83620	
ip1161,15384.86,107694	
ip1162,110095.0,110095	
ip1163,110095.0,110095	
ip1164,35163.56,316472	
ip1165,66003.29,12474621	
ip1166,7383.0,7383	
ip1167,33874.6,338746	
ip1168,0.0,0	
ip1169,26795.53,455524	
ip117,12550.0,12550	
ip1170,16882.67,50648	
ip1171,31679.0,316790	
ip1172,30824.0,339064	
ip1173,25861.0,284471	
ip1174,12550.0,12550	
ip1175,12550.0,50200	
ip1176,81083.0,81083	
ip1177,8198.75,65590	
ip1178,12550.0,12550	
ip1179,113948.75,455795	
ip118,44679.27,491472	
ip1180,4530.78,40777	
ip1181,8198.75,65590	
ip1182,0.0,0	
ip1183,12697.0,50788	
ip1184,8198.75,65590	
ip1185,30824.0,339064	
ip1186,59545.0,59545	
ip1187,12538.23,388685	
ip1188,106253.67,318761	
ip1189,136400.0,136400	
ip119,114.4,572	
ip1190,30824.0,339064	
ip1191,449995.18,9899894	
ip1192,24227.0,72681	
ip1193,14684.88,117479	
ip1194,33874.6,338746	
ip1195,0.0,0	
ip1196,59545.0,59545	
ip1197,30824.0,339064	
ip1198,21174.8,211748	
ip1199,62501.77,812523	
ip12,35950.91,395460	
ip120,54590.67,327544	
ip1200,20734.17,373215	
ip1201,120426.0,240852	
ip1202,33874.6,338746	
ip1203,0.0,0	
ip1204,318.0,318	
ip1205,25944.6,389169	
ip1206,112121.38,896971	
ip1207,21416.8,214168	
ip1208,240566.0,240566	
ip1209,277.0,277	
ip121,69181.0,69181	
ip1210,40840.14,571762	
ip1211,12550.0,12550	
ip1212,5972.0,17916	
ip1213,12751.0,12751	
ip1214,129256.0,129256	
ip1215,102358.0,102358	
ip1216,318.0,318	
ip1217,6412.0,12824	
ip1218,8599.0,8599	
ip1219,16248.0,16248	
ip122,95.33,286	
ip1220,14917.0,14917	
ip1221,32691.16,621132	
ip1222,23691.66,1113508	
ip1223,81083.0,81083	
ip1224,14684.88,117479	
ip1225,31679.0,316790	
ip1226,31211.71,218482	
ip1227,19659.63,373533	
ip1228,21174.8,211748	
ip1229,30824.0,339064	
ip123,114.4,572	
ip1230,22814.0,22814	
ip1231,106611.5,213223	
ip1232,6150.0,6150	
ip1233,143.0,286	
ip1234,72090.0,72090	
ip1235,16401.2,164012	
ip1236,30824.0,339064	
ip1237,9829.5,19659	
ip1238,113948.75,455795	
ip1239,11968.0,11968	
ip124,276.67,830	
ip1240,41828.0,41828	
ip1241,2143.0,4286	
ip1242,153326.67,459980	
ip1243,15119.22,408219	
ip1244,33068.67,396824	
ip1245,318.0,318	
ip1246,31211.71,218482	
ip1247,17199.62,275194	
ip1248,21269.5,127617	
ip1249,5057.38,40459	
ip125,12550.0,62750	
ip1250,29093.54,378216	
ip1251,6418.0,12836	
ip1252,100991.0,100991	
ip1253,33874.6,338746	
ip1254,30824.0,339064	
ip1255,33874.6,338746	
ip1256,16401.2,164012	
ip1257,110095.0,110095	
ip1258,7540.67,22622	
ip1259,17620.0,70480	
ip126,23198.51,2064667	
ip1260,30824.0,339064	
ip1261,286.0,286	
ip1262,9884.0,19768	
ip1263,23639.94,425519	
ip1264,290.0,580	
ip1265,143.0,286	
ip1266,31679.0,316790	
ip1267,0.0,0	
ip1268,132350.38,1058803	
ip1269,303.5,607	
ip127,12550.0,12550	
ip1270,0.0,0	
ip1271,88349.0,441745	
ip1272,274.0,274	
ip1273,143.0,286	
ip1274,12550.0,12550	
ip1275,4331.5,8663	
ip1276,30824.0,339064	
ip1277,22730.8,454616	
ip1278,90473.0,180946	
ip1279,30824.0,339064	
ip128,109969.29,3409048	
ip1280,41828.0,41828	
ip1281,25459.8,127299	
ip1282,31679.0,316790	
ip1283,12550.0,25100	
ip1284,30824.0,339064	
ip1285,33874.6,338746	
ip1286,20058.04,501451	
ip1287,34433.58,413203	
ip1288,318.0,318	
ip1289,36046.0,396506	
ip129,32582.0,390984	
ip1290,109181.33,327544	
ip1291,23050.24,1636567	
ip1292,24416.0,122080	
ip1293,65855.0,65855	
ip1294,143.0,572	
ip1295,31679.0,316790	
ip1296,30824.0,339064	
ip1297,19341.0,19341	
ip1298,31679.0,316790	
ip1299,106253.67,318761	
ip13,77170.31,5016070	
ip130,9829.5,19659	
ip1300,12550.0,12550	
ip1301,12550.0,25100	
ip1302,14310.91,457949	
ip1303,47937.43,335562	
ip1304,21574.67,129448	
ip1305,12550.0,12550	
ip1306,8440.0,42200	
ip1307,33874.6,338746	
ip1308,286.0,286	
ip1309,6412.0,12824	
ip131,7207.0,14414	
ip1310,33874.6,338746	
ip1311,90520.5,362082	
ip1312,7317.5,14635	
ip1313,59295.0,59295	
ip1314,33874.6,338746	
ip1315,5694994.0,5694994	
ip1316,33874.6,338746	
ip1317,110095.0,110095	
ip1318,28458.14,398414	
ip1319,277.0,277	
ip132,15413.0,61652	
ip1320,1555.0,6220	
ip1321,286.0,286	
ip1322,8198.75,196770	
ip1323,31873.33,382480	
ip1324,65855.0,65855	
ip1325,7383.0,7383	
ip1326,82025.0,164050	
ip1327,30090.82,511544	
ip1328,327570.0,655140	
ip1329,72090.0,72090	
ip133,8586.0,17172	
ip1330,9074.5,18149	
ip1331,15801.67,47405	
ip1332,57056.0,57056	
ip1333,30824.0,339064	
ip1334,14917.0,14917	
ip1335,6745.0,6745	
ip1336,19738.93,1105380	
ip1337,12550.0,25100	
ip1338,33874.6,338746	
ip1339,0.0,0	
ip134,10571.4,52857	
ip1340,12550.0,12550	
ip1341,35163.56,316472	
ip1342,143.0,572	
ip1343,11077.0,11077	
ip1344,24088.88,192711	
ip1345,13495.33,40486	
ip1346,8377.0,8377	
ip1347,4166.4,41664	
ip1348,10833.56,173337	
ip1349,52438.64,2045107	
ip135,9335.0,28005	
ip1350,15384.86,107694	
ip1351,17863.0,17863	
ip1352,2555.83,15335	
ip1353,59545.0,59545	
ip1354,4530.78,40777	
ip1355,31025.67,93077	
ip1356,318.0,318	
ip1357,6418.0,12836	
ip1358,12550.0,12550	
ip1359,4092.0,8184	
ip136,30824.0,339064	
ip1360,35163.56,316472	
ip1361,15384.86,107694	
ip1362,30090.64,330997	
ip1363,327570.0,655140	
ip1364,89778.0,89778	
ip1365,41328.0,41328	
ip1366,30824.0,339064	
ip1367,143.0,286	
ip1368,21184.0,783808	
ip1369,35163.56,316472	
ip137,12550.0,12550	
ip1370,23677.06,402510	
ip1371,7383.0,7383	
ip1372,0.0,0	
ip1373,41828.0,41828	
ip1374,50362.0,50362	
ip1375,6683.5,13367	
ip1376,8198.75,65590	
ip1377,9109.14,127528	
ip1378,31679.0,316790	
ip1379,7383.0,7383	
ip138,12550.0,50200	
ip1380,110356.75,441427	
ip1381,12550.0,12550	
ip1382,318.0,318	
ip1383,13112.71,91789	
ip1384,4530.78,40777	
ip1385,4347.5,8695	
ip1386,1555.0,3110	
ip1387,69480.0,69480	
ip1388,33068.67,396824	
ip1389,100235.0,100235	
ip139,8429.0,33716	
ip1390,100235.0,100235	
ip1391,9829.5,19659	
ip1392,41828.0,83656	
ip1393,81083.0,81083	
ip1394,13367.0,3101144	
ip1395,8198.75,65590	
ip1396,89778.0,89778	
ip1397,11586.0,11586	
ip1398,19347.59,328909	
ip1399,318.0,318	
ip14,33874.6,338746	
ip140,20993.65,4849532	
ip1400,143.0,286	
ip1401,30824.0,339064	
ip1402,277.0,277	
ip1403,66980.0,66980	
ip1404,318.0,318	
ip1405,15697.56,141278	
ip1406,28828.0,317108	
ip1407,887.0,887	
ip1408,111259.0,445036	
ip1409,106483.75,1277805	
ip141,111604.25,446417	
ip1410,277.0,277	
ip1411,14564.2,72821	
ip1412,31679.0,316790	
ip1413,30824.0,339064	
ip1414,183271.67,549815	
ip1415,17974.0,17974	
ip1416,9884.0,19768	
ip1417,286.0,286	
ip1418,9109.14,63764	
ip1419,0.0,0	
ip142,0.0,0	
ip1420,12550.0,12550	
ip1421,6412.0,12824	
ip1422,31679.0,316790	
ip1423,18091.0,18091	
ip1424,29093.54,378216	
ip1425,318.0,318	
ip1426,65855.0,65855	
ip1427,59545.0,59545	
ip1428,59545.0,59545	
ip1429,33874.6,338746	
ip143,143.0,286	
ip1430,15384.86,107694	
ip1431,19031.67,1275122	
ip1432,31679.0,316790	
ip1433,20734.17,373215	
ip1434,31394.23,408125	
ip1435,7234.33,43406	
ip1436,12550.0,12550	
ip1437,31293.33,187760	
ip1438,8198.75,65590	
ip1439,9829.5,19659	
ip144,12550.0,12550	
ip1440,31711.29,443958	
ip1441,30824.0,339064	
ip1442,31025.67,93077	
ip1443,11452.27,125975	
ip1444,25137.9,502758	
ip1445,23974.78,215773	
ip1446,6412.0,12824	
ip1447,31679.0,316790	
ip1448,19341.0,19341	
ip1449,274.0,274	
ip145,9074.5,18149	
ip1450,51575.37,1392535	
ip1451,143.0,286	
ip1452,11152.0,22304	
ip1453,15384.86,107694	
ip1454,19450.0,19450	
ip1455,143.0,286	
ip1456,7317.5,14635	
ip1457,312.0,312	
ip1458,12550.0,12550	
ip1459,12550.0,12550	
ip146,30824.0,339064	
ip1460,24088.88,192711	
ip1461,6418.0,12836	
ip1462,312.0,312	
ip1463,19424.43,135971	
ip1464,11028.78,99259	
ip1465,9829.5,19659	
ip1466,33874.6,338746	
ip1467,23193.92,301521	
ip1468,10233.0,30699	
ip1469,56614.31,735986	
ip147,27818.08,3977986	
ip1470,16248.0,16248	
ip1471,70920.85,921971	
ip1472,28281.83,339382	
ip1473,14532.26,450500	
ip1474,33874.6,338746	
ip1475,29904.38,239235	
ip1476,19343.0,38686	
ip1477,33068.67,396824	
ip1478,8655.0,8655	
ip1479,0.0,0	
ip148,5164.67,15494	
ip1480,100773.0,604638	
ip1481,41828.0,41828	
ip1482,33874.6,338746	
ip1483,318.0,318	
ip1484,8599.0,8599	
ip1485,81083.0,81083	
ip1486,2373.0,2373	
ip1487,110814.94,3435263	
ip1488,31211.71,218482	
ip1489,12550.0,12550	
ip149,338171.25,1352685	
ip1490,297.0,594	
ip1491,55874.0,335244	
ip1492,12550.0,12550	
ip1493,20084.0,40168	
ip1494,15384.86,107694	
ip1495,8198.75,65590	
ip1496,7540.67,22622	
ip1497,33874.6,338746	
ip1498,4908.8,24544	
ip1499,59545.0,59545	
ip15,1477.0,1477	
ip150,5057.38,40459	
ip1500,14684.88,117479	
ip1501,106938.0,106938	
ip1502,28742.5,517365	
ip1503,10362.38,269422	
ip1504,30824.0,339064	
ip1505,30715.0,368580	
ip1506,12550.0,12550	
ip1507,33874.6,338746	
ip1508,15011.45,600458	
ip1509,89778.0,89778	
ip151,25572.38,409158	
ip1510,19659.63,373533	
ip1511,30567.92,366815	
ip1512,4785.38,62210	
ip1513,28811.0,230488	
ip1514,109331.0,109331	
ip1515,31679.0,316790	
ip1516,13132.75,52531	
ip1517,6412.0,12824	
ip1518,35163.56,316472	
ip1519,11152.0,22304	
ip152,33874.6,338746	
ip1520,15384.86,107694	
ip1521,9829.5,19659	
ip1522,30824.0,339064	
ip1523,26319.11,473744	
ip1524,145223.25,1742679	
ip1525,13098.16,406043	
ip1526,30824.0,339064	
ip1527,451244.45,4963689	
ip1528,12958.5,51834	
ip1529,12550.0,12550	
ip153,20734.17,373215	
ip1530,13600.0,13600	
ip1531,15384.86,107694	
ip1532,6412.0,12824	
ip1533,6412.0,12824	
ip1534,7317.5,14635	
ip1535,23718.67,426936	
ip1536,30824.0,339064	
ip1537,30824.0,339064	
ip1538,30824.0,339064	
ip1539,143.0,286	
ip154,143.0,286	
ip1540,31679.0,316790	
ip1541,130482.0,130482	
ip1542,31679.0,316790	
ip1543,8198.75,65590	
ip1544,17432.67,156894	
ip1545,30824.0,339064	
ip1546,286.0,286	
ip1547,8599.0,8599	
ip1548,16104.56,144941	
ip1549,2593.0,2593	
ip155,31152.62,249221	
ip1550,59545.0,59545	
ip1551,18414.5,36829	
ip1552,29626.73,325894	
ip1553,24227.0,72681	
ip1554,16498.88,280481	
ip1555,29755.07,446326	
ip1556,33874.6,338746	
ip1557,1925.0,3850	
ip1558,30824.0,339064	
ip1559,11077.0,11077	
ip156,12550.0,25100	
ip1560,30658.0,30658	
ip1561,81083.0,81083	
ip1562,4367.0,13101	
ip1563,33874.6,338746	
ip1564,30824.0,339064	
ip1565,7914.33,47486	
ip1566,0.0,0	
ip1567,4166.4,41664	
ip1568,80518.0,80518	
ip1569,8198.75,131180	
ip157,12550.0,12550	
ip1570,12550.0,12550	
ip1571,24088.88,192711	
ip1572,12550.0,12550	
ip1573,902.5,1805	
ip1574,54300.25,217201	
ip1575,8198.75,65590	
ip1576,21269.5,127617	
ip1577,33874.6,338746	
ip1578,33874.6,338746	
ip1579,29498.42,353981	
ip158,10529.0,10529	
ip1580,30824.0,339064	
ip1581,31679.0,316790	
ip1582,48819.08,585829	
ip1583,318.0,318	
ip1584,109181.33,327544	
ip1585,13946.5,27893	
ip1586,24602.69,393643	
ip1587,13596.0,13596	
ip1588,33874.6,338746	
ip1589,91381.67,274145	
ip159,12550.0,313750	
ip1590,33068.67,396824	
ip1591,16444.5,65778	
ip1592,31491.5,377898	
ip1593,21174.8,211748	
ip1594,33160.5,132642	
ip1595,0.0,0	
ip1596,1864.0,1864	
ip1597,11954.44,1338897	
ip1598,195142.0,195142	
ip1599,59295.0,59295	
ip16,95122.86,12080603	
ip160,33874.6,338746	
ip1600,19475.96,486899	
ip1601,4570.0,4570	
ip1602,14684.88,117479	
ip1603,23926.5,47853	
ip1604,8342.0,8342	
ip1605,30824.0,339064	
ip1606,12550.0,12550	
ip1607,45340.5,90681	
ip1608,4281.0,4281	
ip1609,31679.0,316790	
ip161,6412.0,12824	
ip1610,20376.05,448273	
ip1611,54214.57,379502	
ip1612,33874.6,338746	
ip1613,2085.0,2085	
ip1614,72090.0,72090	
ip1615,24425.12,390802	
ip162,294.0,294	
ip163,145223.25,1742679	
ip164,6877.0,20631	
ip165,277.0,1108	
ip166,0.0,0	
ip167,12550.0,62750	
ip168,26399.0,211192	
ip169,4765.87,262123	
ip17,113135.6,565678	
ip170,30824.0,339064	
ip171,12550.0,37650	
ip172,12550.0,50200	
ip173,130482.0,130482	
ip174,81083.0,81083	
ip175,5285.0,26425	
ip176,4166.4,41664	
ip177,33874.6,338746	
ip178,12550.0,12550	
ip179,9829.5,19659	
ip18,6745.0,6745	
ip180,66908.5,133817	
ip181,33874.6,338746	
ip182,7583.0,22749	
ip183,33874.6,338746	
ip184,81083.0,81083	
ip185,81083.0,81083	
ip186,13600.0,13600	
ip187,33068.67,396824	
ip188,92342.33,277027	
ip189,12550.0,50200	
ip19,111604.25,892834	
ip190,33874.6,338746	
ip191,274.0,2466	
ip192,12550.0,12550	
ip193,81083.0,81083	
ip194,300.5,601	
ip195,12550.0,25100	
ip196,12550.0,37650	
ip197,33874.6,338746	
ip198,33874.6,338746	
ip199,30341.35,940582	
ip2,30824.0,339064	
ip20,2433547.0,2433547	
ip200,5852.04,310158	
ip201,276266.0,552532	
ip202,311.0,622	
ip203,30824.0,339064	
ip204,0.0,0	
ip205,21574.67,129448	
ip206,33874.6,338746	
ip207,13377.0,13377	
ip208,9829.5,19659	
ip209,290.0,1160	
ip21,303.5,607	
ip210,33068.67,396824	
ip211,4971.0,14913	
ip212,31679.0,316790	
ip213,7383.0,7383	
ip214,130482.0,130482	
ip215,20084.0,40168	
ip216,12550.0,50200	
ip217,12550.0,62750	
ip218,107712.0,107712	
ip219,81083.0,81083	
ip22,12550.0,12550	
ip220,81083.0,81083	
ip221,54055.33,162166	
ip222,1134786.5,2269573	
ip223,12550.0,12550	
ip224,22418.1,224181	
ip225,2910.67,26196	
ip226,31679.0,316790	
ip227,81083.0,81083	
ip228,81083.0,81083	
ip229,6418.5,12837	
ip23,16248.0,16248	
ip230,8681.11,78130	
ip231,20084.0,80336	
ip232,297.5,595	
ip233,12550.0,37650	
ip234,12550.0,25100	
ip235,8462.0,50772	
ip236,100235.0,100235	
ip237,12550.0,12550	
ip238,33874.6,338746	
ip239,22730.8,454616	
ip24,12550.0,62750	
ip240,11715.0,11715	
ip241,145738.25,582953	
ip242,95.33,286	
ip243,6412.0,102592	
ip244,81083.0,81083	
ip245,20734.17,373215	
ip246,81083.0,81083	
ip247,2033.4,10167	
ip248,106253.67,318761	
ip249,107609.75,430439	
ip25,12550.0,112950	
ip250,107609.75,430439	
ip251,10050.67,30152	
ip252,10098.83,60593	
ip253,104535.25,418141	
ip254,42217.33,506608	
ip255,0.0,0	
ip256,117492.0,117492	
ip257,12550.0,25100	
ip258,15384.86,107694	
ip259,1370.67,4112	
ip26,0.0,0	
ip260,24368.05,462993	
ip261,286.0,286	
ip262,85179.83,511079	
ip263,5694994.0,5694994	
ip264,3619.75,14479	
ip265,30824.0,339064	
ip266,4633.33,13900	
ip267,9315.29,65207	
ip268,81083.0,81083	
ip269,9829.5,19659	
ip27,13920.61,960522	
ip270,33874.6,338746	
ip271,12550.0,12550	
ip272,109331.0,109331	
ip273,1370.67,8224	
ip274,81083.0,81083	
ip275,12550.0,25100	
ip276,21174.8,211748	
ip277,6315.25,25261	
ip278,33874.6,338746	
ip279,12550.0,37650	
ip28,143.0,286	
ip280,12550.0,25100	
ip281,90222.33,270667	
ip282,59295.0,59295	
ip283,4166.4,41664	
ip284,294.5,589	
ip285,17750.35,1153773	
ip286,38496.0,38496	
ip287,30824.0,339064	
ip288,33874.6,338746	
ip289,26892.08,349597	
ip29,286.0,286	
ip290,24500.0,49000	
ip291,12550.0,12550	
ip292,13456.5,53826	
ip293,4202.0,16808	
ip294,111376.0,111376	
ip295,4166.4,41664	
ip296,1817.0,3634	
ip297,9880.5,19761	
ip298,1460.5,2921	
ip299,1593.0,1593	
ip3,72209.0,72209	
ip30,5057.38,40459	
ip300,12550.0,12550	
ip301,26759.5,428152	
ip302,25667.97,770039	
ip303,72090.0,72090	
ip304,7317.5,14635	
ip305,65855.0,65855	
ip306,41322.0,123966	
ip307,33874.6,338746	
ip308,38496.0,38496	
ip309,110095.0,110095	
ip31,108932.98,4684118	
ip310,30824.0,339064	
ip311,12550.0,37650	
ip312,12550.0,25100	
ip313,318.0,318	
ip314,143.0,286	
ip315,7383.0,7383	
ip316,0.0,0	
ip317,33874.6,338746	
ip318,0.0,0	
ip319,12550.0,50200	
ip32,57503.11,16273379	
ip320,110095.0,110095	
ip321,26588.78,239299	
ip322,8599.0,8599	
ip323,0.0,0	
ip324,30658.0,30658	
ip325,24432.94,757421	
ip326,43251.33,129754	
ip327,17620.0,70480	
ip328,143.0,286	
ip329,318.0,318	
ip33,1363.17,8179	
ip330,12550.0,12550	
ip331,30824.0,339064	
ip332,33874.6,338746	
ip333,26362.69,421803	
ip334,12550.0,25100	
ip335,116478.41,5707442	
ip336,6271.0,6271	
ip337,89907.5,179815	
ip338,2680.5,10722	
ip339,12910.4,64552	
ip34,0.0,0	
ip340,33874.6,338746	
ip341,12550.0,50200	
ip342,106253.67,637522	
ip343,12550.0,62750	
ip344,293.0,293	
ip345,0.0,0	
ip346,65855.0,65855	
ip347,298.0,1192	
ip348,4367.0,13101	
ip349,306.5,613	
ip35,0.0,0	
ip350,30824.0,339064	
ip351,17100.0,34200	
ip352,109181.33,327544	
ip353,117772.0,235544	
ip354,6412.0,12824	
ip355,25268.5,50537	
ip356,9324.57,65272	
ip357,33874.6,338746	
ip358,7601.5,15203	
ip359,20166.48,423496	
ip36,29793.67,89381	
ip360,12550.0,12550	
ip361,116900.0,116900	
ip362,9550.33,57302	
ip363,0.0,0	
ip364,4367.0,13101	
ip365,30824.0,339064	
ip366,210.0,630	
ip367,138672.62,1802744	
ip368,30824.0,339064	
ip369,31025.67,93077	
ip37,16409.43,689196	
ip370,17997.0,17997	
ip371,22814.0,22814	
ip372,33874.6,338746	
ip373,6553.0,19659	
ip374,0.0,0	
ip375,12550.0,12550	
ip376,106402.14,744815	
ip377,33068.67,396824	
ip378,31679.0,316790	
ip379,21978.86,153852	
ip38,318.0,318	
ip380,143.0,286	
ip381,202.0,606	
ip382,143.0,286	
ip383,20734.17,373215	
ip384,274.5,549	
ip385,286.0,286	
ip386,7746.25,30985	
ip387,12550.0,12550	
ip388,109331.0,109331	
ip389,12550.0,12550	
ip39,12550.0,50200	
ip390,72090.0,72090	
ip391,304.5,609	
ip392,99989.31,1599829	
ip393,4706.5,18826	
ip394,20519.73,2544446	
ip395,33874.6,338746	
ip396,286.0,286	
ip397,31211.71,218482	
ip398,23297.0,23297	
ip399,0.0,0	
ip4,0.0,0	
ip40,12550.0,62750	
ip400,30824.0,339064	
ip401,95.33,286	
ip402,10781.83,64691	
ip403,33874.6,338746	
ip404,33874.6,338746	
ip405,117492.0,117492	
ip406,13112.71,91789	
ip407,1584.67,9508	
ip408,12550.0,12550	
ip409,57737.0,115474	
ip41,4964.44,79431	
ip410,4922.0,4922	
ip411,91446.13,1371692	
ip412,314.0,314	
ip413,314.0,314	
ip414,314.0,314	
ip415,13456.5,26913	
ip416,119876.17,1438514	
ip417,0.0,0	
ip418,31510.23,409633	
ip419,41828.0,41828	
ip42,6412.0,12824	
ip420,27738.5,55477	
ip421,41437.0,41437	
ip422,2604.0,5208	
ip423,26941.94,431071	
ip424,11452.27,125975	
ip425,30824.0,339064	
ip426,19222.5,76890	
ip427,30824.0,339064	
ip428,12550.0,12550	
ip429,37505.0,37505	
ip43,6245.52,362240	
ip430,25895.07,388426	
ip431,11452.27,125975	
ip432,31679.0,316790	
ip433,81083.0,81083	
ip434,136885.93,1916403	
ip435,116900.0,116900	
ip436,3529.0,74109	
ip437,143.0,286	
ip438,4452.33,40071	
ip439,6683.5,13367	
ip44,12550.0,25100	
ip440,25332.33,75997	
ip441,318.0,318	
ip442,33874.6,338746	
ip443,17262.73,258941	
ip444,71838.93,1077584	
ip445,6745.0,6745	
ip446,20084.0,40168	
ip447,8599.0,8599	
ip448,95.33,286	
ip449,18723.83,2153240	
ip45,33874.6,338746	
ip450,22721.54,931583	
ip451,13821.63,262611	
ip452,12550.0,12550	
ip453,91538.0,91538	
ip454,225.0,900	
ip455,654854.0,654854	
ip456,0.0,0	
ip457,117988.6,589943	
ip458,26669.11,240022	
ip459,286.0,286	
ip46,127.11,1144	
ip460,81083.0,81083	
ip461,5072.38,121737	
ip462,7317.5,14635	
ip463,7383.0,14766	
ip464,30824.0,339064	
ip465,4367.0,13101	
ip466,153428.0,306856	
ip467,143.0,286	
ip468,395471.0,1186413	
ip469,29093.54,378216	
ip47,7383.0,7383	
ip470,36647.4,916185	
ip471,38496.0,38496	
ip472,17620.0,70480	
ip473,3795.33,11386	
ip474,9795.58,489779	
ip475,12550.0,12550	
ip476,312.0,312	
ip477,13600.0,13600	
ip478,41431.0,41431	
ip479,20796.09,478310	
ip48,24009.45,264104	
ip480,238.2,1191	
ip481,11452.27,125975	
ip482,612.8,3064	
ip483,33874.6,338746	
